university,official_domain,page_title,department_url,department_or_school,faculty_page_signal,search_query,source
Seoul National University,snu.ac.kr,서울대학교 약학대학: home,https://snupharm.snu.ac.kr/,서울대학교 약학대학: home,yes,"""Seoul National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Seoul National University,snu.ac.kr,서울대학교 의과대학,https://medicine.snu.ac.kr/,서울대학교 의과대학,yes,"""Seoul National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Seoul National University,snu.ac.kr,교수진 - 서울대학교 약학대학,https://snupharm.snu.ac.kr/%EA%B5%90%EC%88%98%EC%A7%84/,교수진 - 서울대학교 약학대학,yes,"""Seoul National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Seoul National University,snu.ac.kr,연구성과 - 서울대학교 약학대학,https://snupharm.snu.ac.kr/%EC%97%B0%EA%B5%AC%EC%84%B1%EA%B3%BC/,연구성과 - 서울대학교 약학대학,yes,"""Seoul National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Seoul National University,snu.ac.kr,약대뉴스 Archives - 서울대학교 약학대학,https://snupharm.snu.ac.kr/13297/,약대뉴스 Archives - 서울대학교 약학대학,yes,"""Seoul National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Seoul National University,snu.ac.kr,약학과 - 서울대학교 약학대학,https://snupharm.snu.ac.kr/%EC%95%BD%ED%95%99%EA%B3%BC/,약학과 - 서울대학교 약학대학,yes,"""Seoul National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Seoul National University,snu.ac.kr,교수소개 - 교수/연구 - 서울대학교 대학원 의과학과,http://biomed.snu.ac.kr/research-faculty/faculty,교수소개 - 교수/연구 - 서울대학교 대학원 의과학과,yes,"""Seoul National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Seoul National University,snu.ac.kr,교수소개 | 가톨릭대학교 의과대학,http://medicine.catholic.ac.kr/medicine/class/Lifescience2.do,교수소개 | 가톨릭대학교 의과대학,yes,"""Seoul National University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Seoul National University,snu.ac.kr,What is Bioengineering? – UC Berkeley Department of ...,https://bioeng.berkeley.edu/about-us/what-is-bioengineering,What is Bioengineering? – UC Berkeley Department of ...,unknown,"""Seoul National University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Yonsei University,yun.ac.kr,교수진 게시판목록 - 연세대학교 약학대학,https://pharmacy.yonsei.ac.kr/pharmacy/intro/professor1.do,교수진 게시판목록 - 연세대학교 약학대학,yes,"""Yonsei University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Yonsei University,yun.ac.kr,교수 | 연세대학교 의과대학 융합의학과,http://mra.yonsei.ac.kr/professor/page1.php,교수 | 연세대학교 의과대학 융합의학과,yes,"""Yonsei University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Yonsei University,yun.ac.kr,의과대학 - Yonsei University,https://medicine.yonsei.ac.kr/,의과대학 - Yonsei University,yes,"""Yonsei University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Yonsei University,yun.ac.kr,연세대학교 약학대학 - Yonsei University,https://pharmacy.yonsei.ac.kr/,연세대학교 약학대학 - Yonsei University,yes,"""Yonsei University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Yonsei University,yun.ac.kr,제약의료·규제과학 - 연세대학교 의과대학,https://medicine.yonsei.ac.kr/medicine/education/cooperation/pharm.do,제약의료·규제과학 - 연세대학교 의과대학,yes,"""Yonsei University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Yonsei University,yun.ac.kr,교수소개 - 연세대학교 융합보건의료대학원,https://gsths.yonsei.ac.kr/organization/professor.php,교수소개 - 연세대학교 융합보건의료대학원,yes,"""Yonsei University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Yonsei University,yun.ac.kr,연구실소개 게시판목록 - 연세대학교 약학대학,https://pharmacy.yonsei.ac.kr/pharmacy/graduateschool/Lab.do,연구실소개 게시판목록 - 연세대학교 약학대학,yes,"""Yonsei University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Yonsei University,yun.ac.kr,교수소개 - 연세대학교 의과대학,https://medicine.yonsei.ac.kr/medicine/about/professor/basic.do,교수소개 - 연세대학교 의과대학,yes,"""Yonsei University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Yonsei University,yun.ac.kr,Yonsei University College of Medicine,https://medicine.yonsei.ac.kr/medicine-en/index.do,Yonsei University College of Medicine,unknown,"""Yonsei University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Yonsei University,yun.ac.kr,연세대학교 교원정보 | Yonsei Faculty Information,https://pharmacy.yonsei.ac.kr/faculty/name_search.do?mode=view&userId=RKoRgt%2FCGYrT8rj0V37skw%3D%3D&sosokcd=,연세대학교 교원정보 | Yonsei Faculty Information,yes,"""Yonsei University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Yonsei University,yun.ac.kr,연세대학교 교원정보 | Yonsei Faculty Information,https://pharmacy.yonsei.ac.kr/faculty/name_search.do?mode=view&userId=1m2KAv4r6SAEW2Py%2FwSr9A%3D%3D&sosokcd=,연세대학교 교원정보 | Yonsei Faculty Information,yes,"""Yonsei University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Yonsei University,yun.ac.kr,"Department of Pharmacy, College of Pharmacy - 연세소식",https://news.yonsei.ac.kr/en/academia/detail?bbSeq=35142&bbCategory=sl,"Department of Pharmacy, College of Pharmacy - 연세소식",unknown,"""Yonsei University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Korea University,korea.ac.kr,고려대학교 세종캠퍼스 약학대학 약학과,https://pharm.korea.ac.kr/,고려대학교 세종캠퍼스 약학대학 약학과,yes,"""Korea University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Korea University,korea.ac.kr,고려대학교 노동대학원 > 근로복지정책 ...,https://kulabor.korea.edu/labor_en/working/professor.do,고려대학교 노동대학원 > 근로복지정책 ...,yes,"""Korea University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Korea University,korea.ac.kr,교육연구단 현황 | 참여교수진 현황 게시판목록,https://health.korea.edu/lhs/status/faculty.do,교육연구단 현황 | 참여교수진 현황 게시판목록,yes,"""Korea University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Korea University,korea.ac.kr,전임교수,https://pharm.korea.ac.kr/faculty/8670/subview.do,전임교수,yes,"""Korea University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Korea University,korea.ac.kr,유튜브 (동영상) - 템플릿 G,https://witch.korea.ac.kr/tem_g/community/youtube.do,유튜브 (동영상) - 템플릿 G,yes,"""Korea University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Korea University,korea.ac.kr,고려대학교 대학원 융합생명공학과 | 교수진,https://biograduate.korea.ac.kr/biograd/about/fac.do,고려대학교 대학원 융합생명공학과 | 교수진,yes,"""Korea University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Korea University,korea.ac.kr,고려대학교 바이오의공학부,https://bmeng.korea.ac.kr/,고려대학교 바이오의공학부,yes,"""Korea University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Korea University,korea.ac.kr,교수소개 | 가톨릭대학교 생명공학과,https://biotech.catholic.ac.kr/biotech/faculty/faculty.do?mode=view&persNo=212410946,교수소개 | 가톨릭대학교 생명공학과,yes,"""Korea University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Korea University,korea.ac.kr,교수진,https://mbt.dongguk.edu/professor/list?professor_haggwa_type=PROFH_033,교수진,yes,"""Korea University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Korea University,korea.ac.kr,Korea University College of Medicine - 고려대학교,https://medicine.korea.ac.kr/en/index.do,Korea University College of Medicine - 고려대학교,unknown,"""Korea University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Korea University,korea.ac.kr,Faculty,https://foodscience.korea.edu/foodscience_en/about/faculty.do,Faculty,yes,"""Korea University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Korea University,korea.ac.kr,Overview,https://www.korea.edu/en/1037/subview.do,Overview,unknown,"""Korea University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Korea University,korea.ac.kr,College of Pharmacy - Korea university Sejong campus,https://gpa.korea.ac.kr/eng/10288/subview.do,College of Pharmacy - Korea university Sejong campus,unknown,"""Korea University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Korea University,korea.ac.kr,Korea University College Of Sciences & Biotechnology,https://lifesci.korea.edu/,Korea University College Of Sciences & Biotechnology,unknown,"""Korea University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Korea University,korea.ac.kr,Faculty,https://phealth.korea.edu/phealth_en/about/faculty.do,Faculty,yes,"""Korea University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Sungkyunkwan University,skku.edu,성균관대학교 의과대학,https://www.skkumed.ac.kr/,성균관대학교 의과대학,yes,"""Sungkyunkwan University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Sungkyunkwan University,skku.edu,교수/연구실 - 성균관대학교 약학대학,https://pharm.skku.edu/intro/professor.php,교수/연구실 - 성균관대학교 약학대학,yes,"""Sungkyunkwan University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Sungkyunkwan University,skku.edu,교실소개 | 기초의학,https://www.skkumed.ac.kr/intro2_lab1.asp,교실소개 | 기초의학,yes,"""Sungkyunkwan University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Sungkyunkwan University,skku.edu,성균관대학교 약학대학,https://pharm.skku.edu/,성균관대학교 약학대학,yes,"""Sungkyunkwan University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Sungkyunkwan University,skku.edu,명인수,https://pharm.cu.ac.kr/about/professor_view.php?num=23&prf_cate=1,명인수,yes,"""Sungkyunkwan University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Sungkyunkwan University,skku.edu,교수소개 | 전임교수 | 생명과학과 - 성균관대학교 자연과학대학,https://cscience.skku.edu/cscience/intro/faculty_bio.do,교수소개 | 전임교수 | 생명과학과 - 성균관대학교 자연과학대학,yes,"""Sungkyunkwan University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Sungkyunkwan University,skku.edu,성균관대학교 융합생명공학과,https://skb.skku.edu/gene/index.do,성균관대학교 융합생명공학과,unknown,"""Sungkyunkwan University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Sungkyunkwan University,skku.edu,생명과학부(생명과학) - 전북대학교,https://natural.jbnu.ac.kr/natural/11061/subview.do?enc=Zm5jdDF8QEB8JTJGamJudVByb2ZsJTJGbmF0dXJhbCUyRjIzNiUyRjMzMjUlMkZhcnRjbFZpZXcuZG8lM0ZwYWdlJTNEMSUyNmZpbmRUeXBlJTNEJTI2ZmluZFdvcmQlM0QlMjY%3D,생명과학부(생명과학) - 전북대학교,unknown,"""Sungkyunkwan University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Sungkyunkwan University,skku.edu,공지사항 게시판읽기 ( 최동욱 신임교수님 소개 ),https://bio.korea.ac.kr/bio/commu/notice.do;jsessionid=XSd6mgZfgkxTLmRDJ9np3tRcZcRXSm0JNvhh5gKMnpp2JbqNJJhy!1536141500?mode=view&articleNo=331240&article.offset=105&articleLimit=15,공지사항 게시판읽기 ( 최동욱 신임교수님 소개 ),yes,"""Sungkyunkwan University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Sungkyunkwan University,skku.edu,성균관대학교 생명공학대학 | 교수소개 | 융합생명공학과,https://biotech.skku.edu/biotech/faculty_genetic.do,성균관대학교 생명공학대학 | 교수소개 | 융합생명공학과,yes,"""Sungkyunkwan University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Sungkyunkwan University,skku.edu,School of Pharmacy | About the School | Faculty,https://skb.skku.edu/eng_pharm/intro/faculty_pharmacy.do,School of Pharmacy | About the School | Faculty,yes,"""Sungkyunkwan University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Sungkyunkwan University,skku.edu,"SCHOOL OF MEDICINE,SUNGKYUNKWAN UNIVERSITY",https://www.skkumed.ac.kr/eng/,"SCHOOL OF MEDICINE,SUNGKYUNKWAN UNIVERSITY",yes,"""Sungkyunkwan University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Sungkyunkwan University,skku.edu,School of Pharmacy | About the School | Staff,https://skb.skku.edu/eng_pharm/intro/staff.do,School of Pharmacy | About the School | Staff,unknown,"""Sungkyunkwan University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Sungkyunkwan University,skku.edu,"College of Biotechnology and Bioengineering , SKKU",https://biotech.skku.edu/eng_biotech/index.do,"College of Biotechnology and Bioengineering , SKKU",yes,"""Sungkyunkwan University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Sungkyunkwan University,skku.edu,Biomedical Science Faculty,https://www.skkumed.ac.kr/eng/faculty.asp,Biomedical Science Faculty,yes,"""Sungkyunkwan University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Sungkyunkwan University,skku.edu,SUNGKYUNKWAN UNIVERSITY SCHOOL OF MEDICINE ...,https://biomedical.skku.edu/,SUNGKYUNKWAN UNIVERSITY SCHOOL OF MEDICINE ...,yes,"""Sungkyunkwan University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Hanyang University,hanyang.ac.kr,한양대 약학대학,https://pharmacy.hanyang.ac.kr/front/professors/professor,한양대 약학대학,yes,"""Hanyang University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,보직교수,https://pharmacy.hanyang.ac.kr/front/professors/appointment,보직교수,yes,"""Hanyang University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,한양대학교 약학대학,https://pharmacy.hanyang.ac.kr/,한양대학교 약학대학,yes,"""Hanyang University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,초빙겸임교수,https://pharmacy.hanyang.ac.kr/front/professors/v-faculty,초빙겸임교수,yes,"""Hanyang University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,교수소개 - 의학교육학교실,https://medix.hanyang.ac.kr/-02-2-10-faculty,교수소개 - 의학교육학교실,yes,"""Hanyang University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,교수진 - 생명과학과 - 한양대학교,https://lifescience.hanyang.ac.kr/-7,교수진 - 생명과학과 - 한양대학교,yes,"""Hanyang University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,교직원소개 | 한양대 의생명공학전문대학원,https://bmse.hanyang.ac.kr/sub/sub01_03.php?cat_no=4,교직원소개 | 한양대 의생명공학전문대학원,yes,"""Hanyang University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,분자생명과학과,https://atc.hanyang.ac.kr/front/depintro/graduate/domls,분자생명과학과,yes,"""Hanyang University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,교직원소개 - 한양대 의생명공학전문대학원,https://bmse.hanyang.ac.kr/sub/sub01_03.php,교직원소개 - 한양대 의생명공학전문대학원,unknown,"""Hanyang University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,의생명과학과 - 한양대 의생명공학전문대학원,https://bmse.hanyang.ac.kr/sub/sub02_02.php,의생명과학과 - 한양대 의생명공학전문대학원,yes,"""Hanyang University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,교직원소개 | 한양대 의생명공학전문대학원,https://bmse.hanyang.ac.kr/sub/sub01_03.php?mode=view&cat_no=5&idx=45&offset=,교직원소개 | 한양대 의생명공학전문대학원,yes,"""Hanyang University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,생명의료정보학과 - 한양대 의생명공학전문대학원 - 한양대학교,https://bmse.hanyang.ac.kr/sub/sub02_04_02.php,생명의료정보학과 - 한양대 의생명공학전문대학원 - 한양대학교,yes,"""Hanyang University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,교직원소개 | 한양대 의생명공학전문대학원,https://bmse.hanyang.ac.kr/sub/sub01_03.php?cat_no=5,교직원소개 | 한양대 의생명공학전문대학원,yes,"""Hanyang University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,공지사항 게시판읽기 ( 박희호 신임교수님 소개 ),https://bio.korea.ac.kr/bio/commu/notice.do;jsessionid=vpsgm2tT5VCYHdy32zhkcr7KhsTnmSTQr47tGL39L9yDbLlywGKy!705003820?mode=view&articleNo=763274&article.offset=15&articleLimit=15,공지사항 게시판읽기 ( 박희호 신임교수님 소개 ),yes,"""Hanyang University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Hanyang University,hanyang.ac.kr,Department of Pharmacy,https://pharmacy.hanyang.ac.kr/front/academics/undergraduate-en,Department of Pharmacy,unknown,"""Hanyang University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Hanyang University,hanyang.ac.kr,Schools & Colleges - Hanyang University,https://www.hanyang.ac.kr/web/eng/s_college_department-info,Schools & Colleges - Hanyang University,unknown,"""Hanyang University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Hanyang University,hanyang.ac.kr,Hanyang University Graduate School,http://www.grad.hanyang.ac.kr/m/eng/department/departmentintro_view.php?prdcode=1603300109&catcode=102700,Hanyang University Graduate School,unknown,"""Hanyang University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Hanyang University,hanyang.ac.kr,Hanyang University Professor,https://physicalpharmacy.hanyang.ac.kr/front/professor?lang=us,Hanyang University Professor,yes,"""Hanyang University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Hanyang University,hanyang.ac.kr,Biomedical Engineering - 한양대 의생명공학전문대학원,https://bmse.hanyang.ac.kr/en/sub/sub02_01.php,Biomedical Engineering - 한양대 의생명공학전문대학원,unknown,"""Hanyang University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Hanyang University,hanyang.ac.kr,Hanyang Institute of Bioscience and Biotechnology,https://ibb.hanyang.ac.kr/eng/members/mem_key.php,Hanyang Institute of Bioscience and Biotechnology,yes,"""Hanyang University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Kyung Hee University,khu.ac.kr,교수소개 약학과 약학대학 홈페이지 - 경희대학교,https://pharm.khu.ac.kr/pharm_kor/user/bbs/BMSR00047/list.do?menuNo=3900015,교수소개 약학과 약학대학 홈페이지 - 경희대학교,yes,"""Kyung Hee University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Kyung Hee University,khu.ac.kr,교수소개 교수소개 기초교실 약리학교실 의과대학,https://com.khu.ac.kr/khusm_kor/user/contents/view.do?menuNo=22300031,교수소개 교수소개 기초교실 약리학교실 의과대학,yes,"""Kyung Hee University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Kyung Hee University,khu.ac.kr,학과 소개 서울캠퍼스 의학과 학과 ...,https://gskh.khu.ac.kr/gskh_kor/user/contents/view.do?menuNo=13100355,학과 소개 서울캠퍼스 의학과 학과 ...,yes,"""Kyung Hee University"" (의과대학 OR 의학과 OR 약학대학 OR 약학과) 교수진",serpapi_google
Kyung Hee University,khu.ac.kr,유전생명공학과 전임교수 - 경희대학교,https://genetech.khu.ac.kr/cls/user/bbs/BMSR00047/list.do?menuNo=11600093,유전생명공학과 전임교수 - 경희대학교,yes,"""Kyung Hee University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Kyung Hee University,khu.ac.kr,대학소개 인사말 생명과학대학 - 경희대학교,https://cls.khu.ac.kr/cls/user/contents/view.do?menuNo=11600009,대학소개 인사말 생명과학대학 - 경희대학교,yes,"""Kyung Hee University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Kyung Hee University,khu.ac.kr,식품생명공학과 전임교수 - 경희대학교,https://fst.khu.ac.kr/cls/user/bbs/BMSR00047/list.do?menuNo=11600089,식품생명공학과 전임교수 - 경희대학교,yes,"""Kyung Hee University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Kyung Hee University,khu.ac.kr,"[졸업생취재] 최성용교수(현, 경희대학교 생체의공학과)",https://bioeng.kaist.ac.kr/index.php?mid=bio_05_04&document_srl=12073,"[졸업생취재] 최성용교수(현, 경희대학교 생체의공학과)",yes,"""Kyung Hee University"" (생명과학 OR 생명공학 OR 바이오 OR 의생명) 교수진",serpapi_google
Kyung Hee University,khu.ac.kr,Department of Basic Pharmaceutical Science - 약학대학,https://pharm.khu.ac.kr/pharm_eng/user/bbs/BMSR00047/list.do?menuNo=9000006,Department of Basic Pharmaceutical Science - 약학대학,unknown,"""Kyung Hee University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
Kyung Hee University,khu.ac.kr,KYUNG HEE UNIVERSITY,https://www.khu.ac.kr/eng/user/bbs/BMSR00044/view.do?menuNo=300052&boardId=319046&catId=,KYUNG HEE UNIVERSITY,yes,"""Kyung Hee University"" (medicine OR pharmacy OR bioscience OR bioengineering) faculty",serpapi_google
