openalex_id,display_name,shared_paper_count,seed_connection_count,connected_seed_professor_ids,institutions,country_codes,korea_affiliated,review_priority,example_work,review_status,current_affiliation,affiliation_source,scholar_affiliation,scholar_profile_url,scholar_email,scholar_cited_by,openalex_last_known_affiliation,current_country_codes,academic_affiliation_signal,pi_title_signal,bio_relevance_signal,affiliation_conflict_warning,triage_score,triage_tier,triage_reason,human_decision,web_title,web_snippet,web_url,official_domain_signal,professor_title_signal,trainee_title_signal,auto_decision,auto_confidence,auto_reason,suggested_decision
A5090733758,Kyusik Kang,218,8,P0337; P0379; P0380; P0416; P0532; P0533; P0534; P0535,"Chonnam National University Hospital; Daejeon Eulji Medical Center, Eulji University; Dong-A University Hospital; Eulji Medical Center; Eulji University; Eulji University Nowon Eulji Medical Center; Eulji University Uijeongbu Eulji Medical Center; Samsung Medical Center; Seoul National University Bundang Hospital; Soonchunhyang University Hospital Seoul",KR,yes,239,Executive Summary of Stroke Statistics in Korea 2018: A Report from the Epidemiology Research Council of the Korean Stroke Society,needs_review,Eulji University; Eulji University Nowon Eulji Medical Center,openalex_last_known,,,,,Eulji University; Eulji University Nowon Eulji Medical Center,KR,yes,no,no,no,45,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5070052023,Jae‐Kwan Cha,210,8,P0052; P0297; P0346; P0379; P0380; P0532; P0535; P0536,Chonnam National University Hospital; Chungnam National University; Dong-A University; Dong-A University Hospital; Eulji Medical Center; Eulji University; Eulji University Nowon Eulji Medical Center; Eulji University Uijeongbu Eulji Medical Center; Harvard University; Inje University Ilsan Paik Hospital; Korea University; Samsung Medical Center; Seoul Medical Center; Seoul National University Bundang Hospital; Soonchunhyang University Hospital Seoul; University of Ulsan; Yonsei University,JP; KR; US,yes,231,"Case Characteristics, Hyperacute Treatment, and Outcome Information from the Clinical Research Center for Stroke-Fifth Division Registry in South Korea",needs_review,Dong-A University Hospital; Dong-A University,openalex_last_known,,,,,Dong-A University Hospital; Dong-A University,KR,yes,no,no,no,45,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5028112172,Joong‐Bok Lee,152,8,P0236; P0254; P0255; P0257; P0259; P0263; P0266; P0292,Agricultural Research Service; Infectious Diseases and the Research Institute; Konkuk University; Konkuk University Medical Center; Korea Center for Disease Control and Prevention; Korea Disease Control and Prevention Agency; Korea National Institute of Health; Midwestern University; National Veterinary Research and Quarantine Service; Office of Infectious Diseases; U.S. National Poultry Research Center; Veterinary Research Institute,CZ; KR; US,yes,173,Hemin as a novel candidate for treating COVID-19 via heme oxygenase-1 induction,needs_review,Konkuk University; Konkuk University Medical Center,openalex_last_known,,,,,Konkuk University; Konkuk University Medical Center,KR,yes,no,no,no,45,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5027741708,Jaemoon Koh,131,8,P0028; P0057; P0060; P0075; P0076; P0079; P0115; P0493,Chungnam National University; National University College; New Generation University College; Seoul National University; Seoul National University Hospital,ET; KR; PR,yes,152,Enhanced eosinophil-mediated inflammation associated with antibody and complement-dependent pneumonic insults in critical COVID-19,needs_review,Seoul National University Hospital,openalex_last_known,,,,,Seoul National University Hospital,KR,yes,no,no,no,45,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5021922923,In Kyoon Lyoo,117,8,P0096; P0205; P0277; P0325; P0364; P0399; P0453; P0773,Allen Institute for Brain Science; Chonnam National University; Chung-Ang University; Dongwha Pharm (South Korea); Ewha Womans University; Ewha Womans University Medical Center; Harvard University; Imaging Center; Korea Institute of Brain Science; Massachusetts General Hospital; McLean Hospital; National University College; New Generation University College; Seoul National University; Seoul National University Hospital; Soonchunhyang University; University of Utah,ET; KR; PR; US,yes,138,MR images of mouse brain using clinical 3T MR scanner and 4CH-Mouse coil,needs_review,Ewha Womans University; Ewha Womans University Medical Center,openalex_last_known,,,,,Ewha Womans University; Ewha Womans University Medical Center,KR,yes,no,no,no,45,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5020684127,Jeong‐Taek Woo,103,8,P0030; P0083; P0189; P0192; P0201; P0253; P0346; P0511,Institute of Endocrinology; KPMG (United States); Kyung Hee University; Kyung Hee University Dental Hospital; Kyung Hee University Medical Center; Seoul National University,CZ; KR; US,yes,124,A Novel PRKAR1A Mutation in Korean Carney Complex Family,needs_review,Kyung Hee University,openalex_last_known,,,,,Kyung Hee University,KR,yes,no,no,no,45,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5017419314,Chi Young Shim,100,8,P0007; P0326; P0434; P0471; P0516; P0580; P0641; P0692,Gangnam Severance Hospital; Pusan National University Hospital; Sejong General Hospital; Seoul Medical Center; Severance Hospital; Yonsei University; Yonsei University Health System,KR,yes,121,Prognosis of ischemic stroke patients with both aortic atheroma and cardioembolic sources,needs_review,Yonsei University; Severance Hospital; Gangnam Severance Hospital; Yonsei University Health System,openalex_last_known,,,,,Yonsei University; Severance Hospital; Gangnam Severance Hospital; Yonsei University Health System,KR,yes,no,no,no,45,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5043714352,Yun Jong Lee,91,7,P0040; P0077; P0115; P0123; P0398; P0408; P0542,Center for Rheumatology; Ewha Womans University; Ewha Womans University Mokdong Hospital; Kyung Hee University Medical Center; National University College; New Generation University College; Seoul National University; Seoul National University Bundang Hospital; Seoul National University Hospital,ET; KR; PR; US,yes,109,The clinical significance of serum N-terminal pro-brain natriuretic peptide in systemic sclerosis patients,needs_review,Seoul National University; Seoul National University Bundang Hospital,openalex_last_known,,,,,Seoul National University; Seoul National University Bundang Hospital,KR,yes,no,no,no,40,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5032997162,Jong Seog Ahn,89,7,P0042; P0044; P0060; P0245; P0699; P0730; P0731,Chosun University; Ewha Womans University; Korea Research Institute of Bioscience and Biotechnology; Korea University; Korea University of Science and Technology; Makerere University; Seoul National University; Université de Yaoundé I,CM; KR; UG,yes,107,Antidiabetic effects of extracts from Psidium guajava,needs_review,Korea Research Institute of Bioscience and Biotechnology,openalex_last_known,,,,,Korea Research Institute of Bioscience and Biotechnology,KR,yes,no,no,no,40,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5033463484,Keun‐Sik Hong,193,7,P0030; P0297; P0379; P0380; P0532; P0535; P0569,Asan Medical Center; Chonnam National University Hospital; Eulji University; Eulji University Nowon Eulji Medical Center; Eulji University Uijeongbu Eulji Medical Center; Hallym University; Hallym University Medical Center; Hallym University of Graduate Studies; Inje University; Inje University Ilsan Paik Hospital; Samsung Medical Center; Seoul Medical Center; Seoul National University; Seoul National University Bundang Hospital; Soonchunhyang University Hospital Seoul; University of Ulsan,KR,yes,211,Executive Summary of Stroke Statistics in Korea 2018: A Report from the Epidemiology Research Council of the Korean Stroke Society,needs_review,Inje University Ilsan Paik Hospital,openalex_last_known,,,,,Inje University Ilsan Paik Hospital,KR,yes,no,no,no,40,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5002716006,In‐Soo Choi,166,7,P0230; P0236; P0255; P0257; P0263; P0292; P0312,Konkuk University; Konkuk University Medical Center; Korea Center for Disease Control and Prevention; Veterinary Research Institute,CZ; KR,yes,184,Detection of viable murine norovirus using the plaque assay and propidium-monoazide-combined real-time reverse transcription-polymerase chain reaction,needs_review,Konkuk University; Konkuk University Medical Center,openalex_last_known,,,,,Konkuk University; Konkuk University Medical Center,KR,yes,no,no,no,40,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5068131006,Sung‐Il Sohn,131,7,P0099; P0297; P0326; P0379; P0416; P0532; P0535,Ansan University; Chonnam National University Hospital; Eulji University; Eulji University Nowon Eulji Medical Center; Hallym University; Hallym University Chuncheon Sacred Heart Hospital; Inje University Ilsan Paik Hospital; Keimyung University; Keimyung University Dongsan Hospital; Keimyung University Dongsan Medical Center; Korea University Ansan Hospital; Seoul National University Bundang Hospital; University of Ulsan; Yeungnam University Medical Center,KR,yes,149,Intensive vs Conventional Blood Pressure Lowering After Endovascular Thrombectomy in Acute Ischemic Stroke,needs_review,Keimyung University Dongsan Medical Center; Keimyung University Dongsan Hospital; Keimyung University,openalex_last_known,,,,,Keimyung University Dongsan Medical Center; Keimyung University Dongsan Hospital; Keimyung University,KR,yes,no,no,no,40,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5101776387,Jin Ho Cho,113,7,P0112; P0281; P0550; P0552; P0558; P0567; P0571,Chungbuk National University; Chungnam National University; Dankook University; Jeju National University; Kyungpook National University; University of Kentucky,KR; US,yes,131,Functional mapping of the auditory tract in rodent tinnitus model using manganese-enhanced magnetic resonance imaging,needs_review,Chungbuk National University,openalex_last_known,,,,,Chungbuk National University,KR,yes,no,no,no,40,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5028089671,Hyung Ryong Moon,104,7,P0107; P0216; P0284; P0492; P0625; P0685; P0797,Busan Medical Center; Centre for Inflammation Research; Ewha Womans University; Inje University; National Institute of Diabetes and Digestive and Kidney Diseases; National Institutes of Health; Pusan National University; Seoul National University; Sungkyunkwan University,GB; KR; US,yes,122,Syntheses of d - and l -Cyclopentenone Derivatives Using Ring-Closing Metathesis: Versatile Intermediates for the Synthesis of d - and l -Carbocyclic Nucleosides,needs_review,Pusan National University,openalex_last_known,,,,,Pusan National University,KR,yes,no,no,no,40,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5050010599,Suk Ho Bhang,102,7,P0007; P0022; P0052; P0077; P0226; P0246; P0403,Emory University; Gachon University; Georgia Institute of Technology; Government of the Republic of Korea; Hanyang University; Korea Advanced Institute of Science and Technology; Korea Institute of Science and Technology; National University; New Generation University College; Pohang University of Science and Technology; RIKEN BioResource Research Center; Seoul National University; Sungkyunkwan University; Suwon Research Institute; University of Illinois Chicago; V.I.Shumakov Federal Research Center of Transplantology and Artificial Organs,ET; JP; KR; RU; SD; US,yes,120,Zinc Oxide Nanorod‐Based Piezoelectric Dermal Patch for Wound Healing,needs_review,Sungkyunkwan University,openalex_last_known,,,,,Sungkyunkwan University,KR,yes,no,no,no,40,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
A5103570650,Namsik Chung,104,7,P0007; P0434; P0439; P0446; P0462; P0471; P0580,Cardiovascular Institute Hospital; Gangnam Severance Hospital; National Alliance on Mental Illness; Pusan National University Hospital; Sejong General Hospital; Severance Hospital; Yonsei Sarang Hospital; Yonsei University; Yonsei University Health System,JP; KR; US,yes,122,Sex Differences in Central Hemodynamics and Their Relationship to Left Ventricular Diastolic Function,needs_review,Ajou University,openalex_last_known,,,,,Ajou University,KR,yes,no,no,yes,37,D_noise_check,collaboration signal exists but example work looks outside bio,,,,,,,,,0.5,manual review needed,review
